"Date (UTC)","Request ID","Correlation ID","User ID","User","Username","User type","Cross tenant access type","Incoming token type","Authentication Protocol","Unique token identifier","Client credential type","Application","Application ID ","Resource","Resource ID ","Resource tenant ID","Home tenant ID","Home tenant name","IP address","Location","Status","Sign-in error code","Failure reason","Client app","Device ID","Browser","Operating System","Compliant","Managed","Join Type","Multifactor authentication result","Multifactor authentication auth method","Multifactor authentication auth detail","Authentication requirement","Sign-in identifier","IP address (seen by resource)","Autonomous system  number","Flagged for review","Token issuer type","Incoming token type","Token issuer name","Latency","Conditional Access"
"YYYY-MM-DD2T17:04:19Z","a19c55f0-7022-4518-b5d9-619b4cc59400","5e2e802d-df06-4541-b6d1-3c7222ee9441","78849828-466b-402a-ba17-b669b591403d","Lawrence Clark","lawrence.clark@infotekexpress.onmicrosoft.com","member","none","none","none","8FWcoSJwGEW12WGbTMWUAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Lawrence.Clark@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","93","Not Applied"
"YYYY-MM-DD2T17:04:19Z","2c4dc40a-d43c-4f52-b788-5573c53a2001","6b611463-2fbc-446b-9678-d0cb6ce6d1b4","04091381-2a98-4466-9365-c3240ac01c16","Michael Barnes","michael.barnes@infotekexpress.onmicrosoft.com","member","none","none","none","CsRNLDzUUk-3iFVzxTogAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Michael.Barnes@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","46","Not Applied"
"YYYY-MM-DD2T17:04:18Z","48f9e5b0-c5a0-40ec-bd28-7f395ae59900","5149a9fa-d171-43cd-8733-ee3d54ac7985","e5b4de6f-341f-4729-8c0f-b601c367840e","Todd Lee","todd.lee@infotekexpress.onmicrosoft.com","member","none","none","none","sOX5SKDF7EC9KH85WuWZAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Todd.Lee@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","94","Not Applied"
"YYYY-MM-DD2T17:04:18Z","1114ab36-aa34-4b4f-94c4-694acb26aa00","f882bc49-2e77-4025-8bc8-49cbe3d93006","eb160385-8b8d-4445-be63-c2ce4f7c26aa","Marie Hill","marie.hill@infotekexpress.onmicrosoft.com","member","none","none","none","NqsUETSqT0uUxGlKyyaqAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Marie.Hill@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:17Z","9287b12a-1a05-4b79-aae7-b37912afa200","01b7bbf7-2b9a-4879-9099-954d59ebcc0b","b5bb02cd-28e2-43a9-a01e-66b05c69390c","Melissa Walker","melissa.walker@infotekexpress.onmicrosoft.com","member","none","none","none","KrGHkgUaeUuq57N5Eq-iAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Melissa.Walker@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","79","Not Applied"
"YYYY-MM-DD2T17:04:17Z","da76d45e-fc30-4655-8c3d-2693ae7dc300","7c6cff31-2c68-416e-b464-7d074c3ef21b","0ee678bf-0755-4b08-8646-50cf4db07fe0","Beverly Smith","beverly.smith@infotekexpress.onmicrosoft.com","member","none","none","none","XtR22jD8VUaMPSaTrn3DAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Beverly.Smith@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","75","Not Applied"
"YYYY-MM-DD2T17:04:16Z","adc80a6b-69db-4b3f-a9fc-82b3c928af00","186c3ff0-25ac-411e-8671-843cc6055f9b","3b297ab5-1162-4b0e-a1b2-385b5090ca17","Kathleen Coleman","kathleen.coleman@infotekexpress.onmicrosoft.com","member","none","none","none","awrIrdtpP0up_IKzySivAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Kathleen.Coleman@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","76","Not Applied"
"YYYY-MM-DD2T17:04:16Z","c08cdbb1-e85e-4fe9-ab05-c0235018af00","a5395133-fd9c-4f78-b2bc-45e2b9ee4ae7","99c06c97-87d5-4090-b6d9-aec55a1dffc6","Eugene Morris","eugene.morris@infotekexpress.onmicrosoft.com","member","none","none","none","sduMwF7o6U-rBcAjUBivAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Eugene.Morris@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","79","Not Applied"
"YYYY-MM-DD2T17:04:16Z","6a33d7c7-b351-4c3b-bf9d-6939449ea800","48bf42b8-91e7-4ca2-82fd-f6659fb80090","5e5bce79-bf3d-4b5f-8ddc-e91a254f3c8d","Joseph Torres","joseph.torres@infotekexpress.onmicrosoft.com","member","none","none","none","x9czalGzO0y_nWk5RJ6oAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Joseph.Torres@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","84","Not Applied"
"YYYY-MM-DD2T17:04:15Z","5cd76b79-9f47-45e1-b513-04257e3e1c00","b3a777a5-fbef-498f-b285-266cf1de73ce","c74a52e4-f541-47b0-878f-ed5553fdb558","Julia Powell","julia.powell@infotekexpress.onmicrosoft.com","member","none","none","none","eWvXXEef4UW1EwQlfj4cAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Julia.Powell@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","72","Not Applied"
"YYYY-MM-DD2T17:04:15Z","e3fba5d0-1b23-46ec-8066-ad9addb70600","ef67ffeb-774e-47e4-9e13-a5215dae3315","739c1dbc-6a3c-4058-a3d7-bdee826dac39","Doris Price","doris.price@infotekexpress.onmicrosoft.com","member","none","none","none","0KX74yMb7EaAZq2a3bcGAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Doris.Price@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","87","Not Applied"
"YYYY-MM-DD2T17:04:14Z","d68e2749-6a01-4fca-a121-a9697bd12101","4a6baf98-bd38-4ff3-922a-fd3ce2e42122","85f5864f-6872-4b34-9530-855e9f11446b","Henry Butler","henry.butler@infotekexpress.onmicrosoft.com","member","none","none","none","SSeO1gFqyk-hIalpe9EhAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Henry.Butler@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","47","Not Applied"
"YYYY-MM-DD2T17:04:14Z","9b42169d-7e0f-4b07-ad0c-100243ae4100","ab4b155c-a163-4438-bf8c-360ce0391d59","95376758-2098-46c2-ba3b-4418865c7bf9","Louise Phillips","louise.phillips@infotekexpress.onmicrosoft.com","member","none","none","none","nRZCmw9-B0utDBACQ65BAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Louise.Phillips@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","69","Not Applied"
"YYYY-MM-DD2T17:04:13Z","361b4a02-b7f3-405a-a25d-ee1df5638700","1755ae13-92d8-4b64-8b8d-806b794ac331","8406dafd-0b9c-4b9e-983e-566234f11306","Jonathan Allen","jonathan.allen@infotekexpress.onmicrosoft.com","member","none","none","none","AkobNvO3WkCiXe4d9WOHAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Jonathan.Allen@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","85","Not Applied"
"YYYY-MM-DD2T17:04:13Z","4e945821-053e-4bab-8fc2-f7d2fc150e01","e8b775f4-7610-488d-99dc-ecae99aa36b5","c564fe67-1f8f-4ba6-bf77-39dcff76f000","Richard Gray","richard.gray@infotekexpress.onmicrosoft.com","member","none","none","none","IViUTj4Fq0uPwvfS_BUOAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Richard.Gray@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","58","Not Applied"
"YYYY-MM-DD2T17:04:13Z","6dccd2e8-e74b-40c5-a391-59dda854d600","373659f2-4dd1-47d1-8d26-75545f08a34f","2c4d1f84-7022-41b6-9afc-fbd122fb1a2a","Alan Cooper","alan.cooper@infotekexpress.onmicrosoft.com","member","none","none","none","6NLMbUvnxUCjkVndqFTWAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Alan.Cooper@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","81","Not Applied"
"YYYY-MM-DD2T17:04:12Z","a4712d82-bb7c-4117-999d-4f2e037bac00","f516be66-cef7-4ae4-9d9c-2112ec7be591","d1e4f581-793a-400e-ab22-626750fe4636","Maria Sanchez","maria.sanchez@infotekexpress.onmicrosoft.com","member","none","none","none","gi1xpHy7F0GZnU8uA3usAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Maria.Sanchez@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","110","Not Applied"
"YYYY-MM-DD2T17:04:12Z","05e2835a-ccd8-4cc1-8fee-d6eeb8589500","78304d17-2095-4529-945e-8a28316045be","da91233e-e873-4e70-8a58-59c1b29deb6d","Judith Foster","judith.foster@infotekexpress.onmicrosoft.com","member","none","none","none","WoPiBdjMwUyP7tbuuFiVAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Judith.Foster@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","77","Not Applied"
"YYYY-MM-DD2T17:04:11Z","9dbce7b0-9c4b-4e59-8e13-e748e5c6b200","07442653-e39d-4c88-8450-cf40e2391cee","9441a6fa-426d-44ea-8903-586a4c233b30","Jason Bailey","jason.baioley@infotekexpress.onmicrosoft.com","member","none","none","none","sOe8nUucWU6OE-dI5cayAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Jason.Baioley@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","71","Not Applied"
"YYYY-MM-DD2T17:04:11Z","76151ff4-8c2e-4dd6-831a-f81cb7208d00","2d7d3da2-43a1-4768-98ad-4fd291fbefa3","04dca98c-c4e3-44e7-a593-ef4a466afbac","Steve James","steve.james@infotekexpress.onmicrosoft.com","member","none","none","none","9B8Vdi6M1k2DGvgctyCNAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Steve.James@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","106","Not Applied"
"YYYY-MM-DD2T17:04:10Z","c8864eac-27d1-45f7-9daa-dfe555269500","82898390-68d8-46c3-8844-734c6192540e","beaa56db-77b9-4348-aea0-765b2ddec2c1","Ruth Perry","ruth.perry@infotekexpress.onmicrosoft.com","member","none","none","none","rE6GyNEn90Wdqt_lVSaVAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Ruth.Perry@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:10Z","700a82ed-fee9-4c94-9cab-b45e22536c00","8c803751-c184-4682-97fc-ed7d722eda59","60400c99-e092-4a20-ba10-ab3407d82ccf","Sam Phelps","sam.phelps@infotekexpress.onmicrosoft.com","member","none","none","none","7YIKcOn-lEycq7ReIlNsAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Sam.Phelps@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","71","Not Applied"
"YYYY-MM-DD2T17:04:09Z","044a515b-327f-4d06-8b9d-92745f5ba300","48e10b49-b729-4b09-8366-108cd9816574","506dd4b9-a2a3-4dd0-b380-bda7ffe79456","Sven Ziegler","sven.ziegler@infotekexpress.onmicrosoft.com","member","none","none","none","W1FKBH8yBk2LnZJ0X1ujAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Sven.Ziegler@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:09Z","4def32d2-55f6-4502-8b9e-6d09ecb38800","a95b78e9-bbf5-4e88-9e03-f5374c756268","d18a9c79-55cd-4fee-87df-9bd06f854a2b","Constance Carlson","constance.carlson@infotekexpress.onmicrosoft.com","member","none","none","none","0jLvTfZVAkWLnm0J7LOIAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Constance.Carlson@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","73","Not Applied"
"YYYY-MM-DD2T17:04:08Z","128f04a8-e1e8-4d57-8871-5647efefa800","bac41123-bef2-4cf6-baee-86abf95c91fe","e87e9c2b-cb66-4cfa-b719-5be5b72c495e","Dwayne Roberts","dwayne.roberts@infotekexpress.onmicrosoft.com","member","none","none","none","qASPEujhV02IcVZH7--oAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Dwayne.Roberts@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","80","Not Applied"
"YYYY-MM-DD2T17:04:08Z","d9371605-2d91-4431-97cc-296045e29400","d72426a8-763d-4f6c-b287-781a8e9fd34a","a8905894-0f76-434b-b893-604dcd4927b6","Courtney Zimmerman","courtney.zimmerman@infotekexpress.onmicrosoft.com","member","none","none","none","BRY32ZEtMUSXzClgReKUAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Courtney.Zimmerman@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","70","Not Applied"
"YYYY-MM-DD2T17:04:08Z","efe4a70b-d0ee-4013-9b36-e735f5c3c100","ce9410c1-2638-473b-a898-30cf35e91470","bb725708-09dd-40f5-93c0-1bcf98cfbcec","Geneva Flowers","geneva.flowers@infotekexpress.onmicrosoft.com","member","none","none","none","C6fk7-7QE0CbNuc19cPBAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Geneva.FLowers@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","73","Not Applied"
"YYYY-MM-DD2T17:04:07Z","2a9ed803-7312-4b9f-9a0c-11b74f2a9f00","ce8e71f4-7a58-4922-8649-b2328f8a7bbf","5dbac932-d0c3-4d27-9fe4-88bf3bee9ba9","Jorge Thompson","jorge.thompson@infotekexpress.onmicrosoft.com","member","none","none","none","A9ieKhJzn0uaDBG3TyqfAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Jorge.Thompson@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","73","Not Applied"
"YYYY-MM-DD2T17:04:07Z","43c775f8-daeb-4eb9-99f0-77f327d88800","f91a0507-6d94-41b2-9b05-072d504567c6","41f21652-9543-4a2e-9077-08268fbe6a66","Dexter Osborne","dexter.osborne@infotekexpress.onmicrosoft.com","member","none","none","none","'-HXHQ-vauU6Z8HfzJ9iIAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Dexter.Osborne@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","84","Not Applied"
"YYYY-MM-DD2T17:04:06Z","dbbe44b6-d9f5-443d-a237-177e0ed12701","1f1a2e00-7800-4ea8-9e72-f18031a8b098","c50eea98-539e-47b8-810d-6c6cdd8696d2","Erma Hampton","erma.hampton@infotekexpress.onmicrosoft.com","member","none","none","none","tkS-2_XZPUSiNxd-DtEnAQ","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Erma.Hampton@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","75","Not Applied"
"YYYY-MM-DD2T17:04:06Z","4ebd68e3-4eca-4ce5-adaa-d7770e29d400","3336e150-480c-462f-8c0d-58ec6de7ff30","d88599c9-075e-4bec-bd02-86d8e9f1717c","Larry Scott","larry.scott@infotekexpress.onmicrosoft.com","member","none","none","none","42i9TspO5Uytqtd3DinUAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Larry.Scott@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","75","Not Applied"
"YYYY-MM-DD2T17:04:05Z","41fc6d94-75ae-4555-8088-83cc710d9700","6c40f71b-75a5-467d-ac6f-b2d629fde423","8f4612d7-8477-4622-9410-1c252a622336","Joeseph Paul","joseph.paul@infotekexpress.onmicrosoft.com","member","none","none","none","lG38Qa51VUWAiIPMcQ2XAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Joseph.Paul@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","80","Not Applied"
"YYYY-MM-DD2T17:04:05Z","45acbd1e-72f1-49db-be56-fb836a656900","e1b39b0f-451b-4512-9c6f-fcc3109decce","326a9076-691c-4ad6-9e24-8ba0bd560581","Harold Bowen","harold.bowen@infotekexpress.onmicrosoft.com","member","none","none","none","Hr2sRfFy20m-VvuDamVpAA","none","Azure Active Directory PowerShell","1b730954-1685-4b74-9bfd-dac224a7b894","Windows Azure Active Directory","00000002-0000-0000-c000-000000000000","ff2c1180-513c-41b6-9be2-525e6863989d","ff2c1180-513c-41b6-9be2-525e6863989d","","20.25.46.88","Washington, Virginia, US","Failure","50053","Other.","Mobile Apps and Desktop clients","","Python Requests 2.27","","false","false","","","","","Single-factor authentication","Harold.Bowen@infotekexpress.onmicrosoft.com","","8075","false","Azure AD","None","","66","Not Applied"
